┌────────────┬─────────────────────┬──────┐
│    Date    │       region        │ year │
│ 2017-03-19 │ Boston              │ 2017 │
│ 2017-03-12 │ Boston              │ 2017 │
│ 2017-03-05 │ Boston              │ 2017 │
│ 2017-02-26 │ Boston              │ 2017 │
│ 2017-02-19 │ Boston              │ 2017 │
│ 2017-02-12 │ Boston              │ 2017 │
│ 2017-02-05 │ Boston              │ 2017 │
│ 2017-01-29 │ Boston              │ 2017 │
│ 2017-01-22 │ Boston              │ 2017 │
│ 2017-01-15 │ Boston              │ 2017 │
│ 2017-01-08 │ Boston              │ 2017 │
│ 2017-01-01 │ Boston              │ 2017 │
│ 2017-12-31 │ BuffaloRochester    │ 2017 │
│ 2017-12-24 │ BuffaloRochester    │ 2017 │
│ 2017-12-17 │ BuffaloRochester    │ 2017 │
│ 2017-12-10 │ BuffaloRochester    │ 2017 │
│ 2017-12-03 │ BuffaloRochester    │ 2017 │
│ 2017-11-26 │ BuffaloRochester    │ 2017 │
│ 2017-11-19 │ BuffaloRochester    │ 2017 │
│ 2017-11-12 │ BuffaloRochester    │ 2017 │
│ 2017-11-05 │ BuffaloRochester    │ 2017 │
│ 2017-10-29 │ BuffaloRochester    │ 2017 │
│ 2017-10-22 │ BuffaloRochester    │ 2017 │
│ 2017-10-15 │ BuffaloRochester    │ 2017 │
│ 2017-10-08 │ BuffaloRochester    │ 2017 │
│ 2017-10-01 │ BuffaloRochester    │ 2017 │
│ 2017-09-24 │ BuffaloRochester    │ 2017 │
│ 2017-09-17 │ BuffaloRochester    │ 2017 │
│ 2017-09-10 │ BuffaloRochester    │ 2017 │
│ 2017-09-03 │ BuffaloRochester    │ 2017 │
│ 2017-08-27 │ BuffaloRochester    │ 2017 │
│ 2017-08-20 │ BuffaloRochester    │ 2017 │
│ 2017-08-13 │ BuffaloRochester    │ 2017 │
│ 2017-08-06 │ BuffaloRochester    │ 2017 │
│ 2017-07-30 │ BuffaloRochester    │ 2017 │
│ 2017-07-23 │ BuffaloRochester    │ 2017 │
│ 2017-07-16 │ BuffaloRochester    │ 2017 │
│ 2017-07-09 │ BuffaloRochester    │ 2017 │
│ 2017-07-02 │ BuffaloRochester    │ 2017 │
│ 2017-06-25 │ BuffaloRochester    │ 2017 │
│ 2017-06-18 │ BuffaloRochester    │ 2017 │
│ 2017-06-11 │ BuffaloRochester    │ 2017 │
│ 2017-06-04 │ BuffaloRochester    │ 2017 │
│ 2017-05-28 │ BuffaloRochester    │ 2017 │
│ 2017-05-21 │ BuffaloRochester    │ 2017 │
│ 2017-05-14 │ BuffaloRochester    │ 2017 │
│ 2017-05-07 │ BuffaloRochester    │ 2017 │
│ 2017-04-30 │ BuffaloRochester    │ 2017 │
│ 2017-04-23 │ BuffaloRochester    │ 2017 │
│ 2017-04-16 │ BuffaloRochester    │ 2017 │
│ 2017-04-09 │ BuffaloRochester    │ 2017 │
│ 2017-04-02 │ BuffaloRochester    │ 2017 │
│ 2017-03-26 │ BuffaloRochester    │ 2017 │
│ 2017-03-19 │ BuffaloRochester    │ 2017 │
│ 2017-03-12 │ BuffaloRochester    │ 2017 │
│ 2017-03-05 │ BuffaloRochester    │ 2017 │
│ 2017-02-26 │ BuffaloRochester    │ 2017 │
│ 2017-02-19 │ BuffaloRochester    │ 2017 │
│ 2017-02-12 │ BuffaloRochester    │ 2017 │
│ 2017-02-05 │ BuffaloRochester    │ 2017 │
│ 2017-01-29 │ BuffaloRochester    │ 2017 │
│ 2017-01-22 │ BuffaloRochester    │ 2017 │
│ 2017-01-15 │ BuffaloRochester    │ 2017 │
│ 2017-01-08 │ BuffaloRochester    │ 2017 │
│ 2017-01-01 │ BuffaloRochester    │ 2017 │
│ 2017-12-31 │ California          │ 2017 │
│ 2017-12-24 │ California          │ 2017 │
│ 2017-12-17 │ California          │ 2017 │
│ 2017-12-10 │ California          │ 2017 │
│ 2017-12-03 │ California          │ 2017 │
│ 2017-11-26 │ California          │ 2017 │
│ 2017-11-19 │ California          │ 2017 │
│ 2017-11-12 │ California          │ 2017 │
│ 2017-11-05 │ California          │ 2017 │
│ 2017-10-29 │ California          │ 2017 │
│ 2017-10-22 │ California          │ 2017 │
│ 2017-10-15 │ California          │ 2017 │
│ 2017-10-08 │ California          │ 2017 │
│ 2017-10-01 │ California          │ 2017 │
│ 2017-09-24 │ California          │ 2017 │
│ 2017-09-17 │ California          │ 2017 │
│ 2017-09-10 │ California          │ 2017 │
│ 2017-09-03 │ California          │ 2017 │
│ 2017-08-27 │ California          │ 2017 │
│ 2017-08-20 │ California          │ 2017 │
│ 2017-08-13 │ California          │ 2017 │
│ 2017-08-06 │ California          │ 2017 │
│ 2017-07-30 │ California          │ 2017 │
│ 2017-07-23 │ California          │ 2017 │
│ 2017-07-16 │ California          │ 2017 │
│ 2017-07-09 │ California          │ 2017 │
│ 2017-07-02 │ California          │ 2017 │
│ 2017-06-25 │ California          │ 2017 │
│ 2017-06-18 │ California          │ 2017 │
│ 2017-06-11 │ California          │ 2017 │
│ 2017-06-04 │ California          │ 2017 │
│ 2017-05-28 │ California          │ 2017 │
│ 2017-05-21 │ California          │ 2017 │
│ 2017-05-14 │ California          │ 2017 │
│ 2017-05-07 │ California          │ 2017 │
│ 2017-04-30 │ California          │ 2017 │
│ 2017-04-23 │ California          │ 2017 │
│ 2017-04-16 │ California          │ 2017 │
│ 2017-04-09 │ California          │ 2017 │
│ 2017-04-02 │ California          │ 2017 │
│ 2017-03-26 │ California          │ 2017 │
│ 2017-03-19 │ California          │ 2017 │
│ 2017-03-12 │ California          │ 2017 │
│ 2017-03-05 │ California          │ 2017 │
│ 2017-02-26 │ California          │ 2017 │
│ 2017-02-19 │ California          │ 2017 │
│ 2017-02-12 │ California          │ 2017 │
│ 2017-02-05 │ California          │ 2017 │
│ 2017-01-29 │ California          │ 2017 │
│ 2017-01-22 │ California          │ 2017 │
│ 2017-01-15 │ California          │ 2017 │
│ 2017-01-08 │ California          │ 2017 │
│ 2017-01-01 │ California          │ 2017 │
│ 2017-12-31 │ Charlotte           │ 2017 │
│ 2017-12-24 │ Charlotte           │ 2017 │
│ 2017-12-17 │ Charlotte           │ 2017 │
│ 2017-12-10 │ Charlotte           │ 2017 │
│ 2017-12-03 │ Charlotte           │ 2017 │
│ 2017-11-26 │ Charlotte           │ 2017 │
│ 2017-11-19 │ Charlotte           │ 2017 │
│ 2017-11-12 │ Charlotte           │ 2017 │
│ 2017-11-05 │ Charlotte           │ 2017 │
│ 2017-10-29 │ Charlotte           │ 2017 │
│ 2017-10-22 │ Charlotte           │ 2017 │
│ 2017-10-15 │ Charlotte           │ 2017 │
│ 2017-10-08 │ Charlotte           │ 2017 │
│ 2017-10-01 │ Charlotte           │ 2017 │
│ 2017-09-24 │ Charlotte           │ 2017 │
│ 2017-09-17 │ Charlotte           │ 2017 │
│ 2017-09-10 │ Charlotte           │ 2017 │
│ 2017-09-03 │ Charlotte           │ 2017 │
│ 2017-08-27 │ Charlotte           │ 2017 │
│ 2017-08-20 │ Charlotte           │ 2017 │
│ 2017-08-13 │ Charlotte           │ 2017 │
│ 2017-08-06 │ Charlotte           │ 2017 │
│ 2017-07-30 │ Charlotte           │ 2017 │
│ 2017-07-23 │ Charlotte           │ 2017 │
│ 2017-07-16 │ Charlotte           │ 2017 │
│ 2017-07-09 │ Charlotte           │ 2017 │
│ 2017-07-02 │ Charlotte           │ 2017 │
│ 2017-06-25 │ Charlotte           │ 2017 │
│ 2017-06-18 │ Charlotte           │ 2017 │
│ 2017-06-11 │ Charlotte           │ 2017 │
│ 2017-06-04 │ Charlotte           │ 2017 │
│ 2017-05-28 │ Charlotte           │ 2017 │
│ 2017-05-21 │ Charlotte           │ 2017 │
│ 2017-05-14 │ Charlotte           │ 2017 │
│ 2017-05-07 │ Charlotte           │ 2017 │
│ 2017-04-30 │ Charlotte           │ 2017 │
│ 2017-04-23 │ Charlotte           │ 2017 │
│ 2017-04-16 │ Charlotte           │ 2017 │
│ 2017-04-09 │ Charlotte           │ 2017 │
│ 2017-04-02 │ Charlotte           │ 2017 │
│ 2017-03-26 │ Charlotte           │ 2017 │
│ 2017-03-19 │ Charlotte           │ 2017 │
│ 2017-03-12 │ Charlotte           │ 2017 │
│ 2017-03-05 │ Charlotte           │ 2017 │
│ 2017-02-26 │ Charlotte           │ 2017 │
│ 2017-02-19 │ Charlotte           │ 2017 │
│ 2017-02-12 │ Charlotte           │ 2017 │
│ 2017-02-05 │ Charlotte           │ 2017 │
│ 2017-01-29 │ Charlotte           │ 2017 │
│ 2017-01-22 │ Charlotte           │ 2017 │
│ 2017-01-15 │ Charlotte           │ 2017 │
│ 2017-01-08 │ Charlotte           │ 2017 │
│ 2017-01-01 │ Charlotte           │ 2017 │
│ 2017-12-31 │ Chicago             │ 2017 │
│ 2017-12-24 │ Chicago             │ 2017 │
│ 2017-12-17 │ Chicago             │ 2017 │
│ 2017-12-10 │ Chicago             │ 2017 │
│ 2017-12-03 │ Chicago             │ 2017 │
│ 2017-11-26 │ Chicago             │ 2017 │
│ 2017-11-19 │ Chicago             │ 2017 │
│ 2017-11-12 │ Chicago             │ 2017 │
│ 2017-11-05 │ Chicago             │ 2017 │
│ 2017-10-29 │ Chicago             │ 2017 │
│ 2017-10-22 │ Chicago             │ 2017 │
│ 2017-10-15 │ Chicago             │ 2017 │
│ 2017-10-08 │ Chicago             │ 2017 │
│ 2017-10-01 │ Chicago             │ 2017 │
│ 2017-09-24 │ Chicago             │ 2017 │
│ 2017-09-17 │ Chicago             │ 2017 │
│ 2017-09-10 │ Chicago             │ 2017 │
│ 2017-09-03 │ Chicago             │ 2017 │
│ 2017-08-27 │ Chicago             │ 2017 │
│ 2017-08-20 │ Chicago             │ 2017 │
│ 2017-08-13 │ Chicago             │ 2017 │
│ 2017-08-06 │ Chicago             │ 2017 │
│ 2017-07-30 │ Chicago             │ 2017 │
│ 2017-07-23 │ Chicago             │ 2017 │
│ 2017-07-16 │ Chicago             │ 2017 │
│ 2017-07-09 │ Chicago             │ 2017 │
│ 2017-07-02 │ Chicago             │ 2017 │
│ 2017-06-25 │ Chicago             │ 2017 │
│ 2017-06-18 │ Chicago             │ 2017 │
│ 2017-06-11 │ Chicago             │ 2017 │
│ 2017-06-04 │ Chicago             │ 2017 │
│ 2017-05-28 │ Chicago             │ 2017 │
│ 2017-05-21 │ Chicago             │ 2017 │
│ 2017-05-14 │ Chicago             │ 2017 │
│ 2017-05-07 │ Chicago             │ 2017 │
│ 2017-04-30 │ Chicago             │ 2017 │
│ 2017-04-23 │ Chicago             │ 2017 │
│ 2017-04-16 │ Chicago             │ 2017 │
│ 2017-04-09 │ Chicago             │ 2017 │
│ 2017-04-02 │ Chicago             │ 2017 │
│ 2017-03-26 │ Chicago             │ 2017 │
│ 2017-03-19 │ Chicago             │ 2017 │
│ 2017-03-12 │ Chicago             │ 2017 │
│ 2017-03-05 │ Chicago             │ 2017 │
│ 2017-02-26 │ Chicago             │ 2017 │
│ 2017-02-19 │ Chicago             │ 2017 │
│ 2017-02-12 │ Chicago             │ 2017 │
│ 2017-02-05 │ Chicago             │ 2017 │
│ 2017-01-29 │ Chicago             │ 2017 │
│ 2017-01-22 │ Chicago             │ 2017 │
│ 2017-01-15 │ Chicago             │ 2017 │
│ 2017-01-08 │ Chicago             │ 2017 │
│ 2017-01-01 │ Chicago             │ 2017 │
│ 2017-12-31 │ CincinnatiDayton    │ 2017 │
│ 2017-12-24 │ CincinnatiDayton    │ 2017 │
│ 2017-12-17 │ CincinnatiDayton    │ 2017 │
│ 2017-12-10 │ CincinnatiDayton    │ 2017 │
│ 2017-12-03 │ CincinnatiDayton    │ 2017 │
│ 2017-11-26 │ CincinnatiDayton    │ 2017 │
│ 2017-11-19 │ CincinnatiDayton    │ 2017 │
│ 2017-11-12 │ CincinnatiDayton    │ 2017 │
│ 2017-11-05 │ CincinnatiDayton    │ 2017 │
│ 2017-10-29 │ CincinnatiDayton    │ 2017 │
│ 2017-10-22 │ CincinnatiDayton    │ 2017 │
│ 2017-10-15 │ CincinnatiDayton    │ 2017 │
│ 2017-10-08 │ CincinnatiDayton    │ 2017 │
│ 2017-10-01 │ CincinnatiDayton    │ 2017 │
│ 2017-09-24 │ CincinnatiDayton    │ 2017 │
│ 2017-09-17 │ CincinnatiDayton    │ 2017 │
│ 2017-09-10 │ CincinnatiDayton    │ 2017 │
│ 2017-09-03 │ CincinnatiDayton    │ 2017 │
│ 2017-08-27 │ CincinnatiDayton    │ 2017 │
│ 2017-08-20 │ CincinnatiDayton    │ 2017 │
│ 2017-08-13 │ CincinnatiDayton    │ 2017 │
│ 2017-08-06 │ CincinnatiDayton    │ 2017 │
│ 2017-07-30 │ CincinnatiDayton    │ 2017 │
│ 2017-07-23 │ CincinnatiDayton    │ 2017 │
│ 2017-07-16 │ CincinnatiDayton    │ 2017 │
│ 2017-07-09 │ CincinnatiDayton    │ 2017 │
│ 2017-07-02 │ CincinnatiDayton    │ 2017 │
│ 2017-06-25 │ CincinnatiDayton    │ 2017 │
│ 2017-06-18 │ CincinnatiDayton    │ 2017 │
│ 2017-06-11 │ CincinnatiDayton    │ 2017 │
│ 2017-06-04 │ CincinnatiDayton    │ 2017 │
│ 2017-05-28 │ CincinnatiDayton    │ 2017 │
│ 2017-05-21 │ CincinnatiDayton    │ 2017 │
│ 2017-05-14 │ CincinnatiDayton    │ 2017 │
│ 2017-05-07 │ CincinnatiDayton    │ 2017 │
│ 2017-04-30 │ CincinnatiDayton    │ 2017 │
│ 2017-04-23 │ CincinnatiDayton    │ 2017 │
│ 2017-04-16 │ CincinnatiDayton    │ 2017 │
│ 2017-04-09 │ CincinnatiDayton    │ 2017 │
│ 2017-04-02 │ CincinnatiDayton    │ 2017 │
│ 2017-03-26 │ CincinnatiDayton    │ 2017 │
│ 2017-03-19 │ CincinnatiDayton    │ 2017 │
│ 2017-03-12 │ CincinnatiDayton    │ 2017 │
│ 2017-03-05 │ CincinnatiDayton    │ 2017 │
│ 2017-02-26 │ CincinnatiDayton    │ 2017 │
│ 2017-02-19 │ CincinnatiDayton    │ 2017 │
│ 2017-02-12 │ CincinnatiDayton    │ 2017 │
│ 2017-02-05 │ CincinnatiDayton    │ 2017 │
│ 2017-01-29 │ CincinnatiDayton    │ 2017 │
│ 2017-01-22 │ CincinnatiDayton    │ 2017 │
│ 2017-01-15 │ CincinnatiDayton    │ 2017 │
│ 2017-01-08 │ CincinnatiDayton    │ 2017 │
│ 2017-01-01 │ CincinnatiDayton    │ 2017 │
│ 2017-12-31 │ Columbus            │ 2017 │
│ 2017-12-24 │ Columbus            │ 2017 │
│ 2017-12-17 │ Columbus            │ 2017 │
│ 2017-12-10 │ Columbus            │ 2017 │
│ 2017-12-03 │ Columbus            │ 2017 │
│ 2017-11-26 │ Columbus            │ 2017 │
│ 2017-11-19 │ Columbus            │ 2017 │
│ 2017-11-12 │ Columbus            │ 2017 │
│ 2017-11-05 │ Columbus            │ 2017 │
│ 2017-10-29 │ Columbus            │ 2017 │
│ 2017-10-22 │ Columbus            │ 2017 │
│ 2017-10-15 │ Columbus            │ 2017 │
│ 2017-10-08 │ Columbus            │ 2017 │
│ 2017-10-01 │ Columbus            │ 2017 │
│ 2017-09-24 │ Columbus            │ 2017 │
│ 2017-09-17 │ Columbus            │ 2017 │
│ 2017-09-10 │ Columbus            │ 2017 │
│ 2017-09-03 │ Columbus            │ 2017 │
│ 2017-08-27 │ Columbus            │ 2017 │
│ 2017-08-20 │ Columbus            │ 2017 │
│ 2017-08-13 │ Columbus            │ 2017 │
│ 2017-08-06 │ Columbus            │ 2017 │
│ 2017-07-30 │ Columbus            │ 2017 │
│ 2017-07-23 │ Columbus            │ 2017 │
│ 2017-07-16 │ Columbus            │ 2017 │
│ 2017-07-09 │ Columbus            │ 2017 │
│ 2017-07-02 │ Columbus            │ 2017 │
│ 2017-06-25 │ Columbus            │ 2017 │
│ 2017-06-18 │ Columbus            │ 2017 │
│ 2017-06-11 │ Columbus            │ 2017 │
│ 2017-06-04 │ Columbus            │ 2017 │
│ 2017-05-28 │ Columbus            │ 2017 │
│ 2017-05-21 │ Columbus            │ 2017 │
│ 2017-05-14 │ Columbus            │ 2017 │
│ 2017-05-07 │ Columbus            │ 2017 │
│ 2017-04-30 │ Columbus            │ 2017 │
│ 2017-04-23 │ Columbus            │ 2017 │
│ 2017-04-16 │ Columbus            │ 2017 │
│ 2017-04-09 │ Columbus            │ 2017 │
│ 2017-04-02 │ Columbus            │ 2017 │
│ 2017-03-26 │ Columbus            │ 2017 │
│ 2017-03-19 │ Columbus            │ 2017 │
│ 2017-03-12 │ Columbus            │ 2017 │
│ 2017-03-05 │ Columbus            │ 2017 │
│ 2017-02-26 │ Columbus            │ 2017 │
│ 2017-02-19 │ Columbus            │ 2017 │
│ 2017-02-12 │ Columbus            │ 2017 │
│ 2017-02-05 │ Columbus            │ 2017 │
│ 2017-01-29 │ Columbus            │ 2017 │
│ 2017-01-22 │ Columbus            │ 2017 │
│ 2017-01-15 │ Columbus            │ 2017 │
│ 2017-01-08 │ Columbus            │ 2017 │
│ 2017-01-01 │ Columbus            │ 2017 │
│ 2017-12-31 │ DallasFtWorth       │ 2017 │
│ 2017-12-24 │ DallasFtWorth       │ 2017 │
│ 2017-12-17 │ DallasFtWorth       │ 2017 │
│ 2017-12-10 │ DallasFtWorth       │ 2017 │
│ 2017-12-03 │ DallasFtWorth       │ 2017 │
│ 2017-11-26 │ DallasFtWorth       │ 2017 │
│ 2017-11-19 │ DallasFtWorth       │ 2017 │
│ 2017-11-12 │ DallasFtWorth       │ 2017 │
│ 2017-11-05 │ DallasFtWorth       │ 2017 │
│ 2017-10-29 │ DallasFtWorth       │ 2017 │
│ 2017-10-22 │ DallasFtWorth       │ 2017 │
│ 2017-10-15 │ DallasFtWorth       │ 2017 │
│ 2017-10-08 │ DallasFtWorth       │ 2017 │
│ 2017-10-01 │ DallasFtWorth       │ 2017 │
│ 2017-09-24 │ DallasFtWorth       │ 2017 │
│ 2017-09-17 │ DallasFtWorth       │ 2017 │
│ 2017-09-10 │ DallasFtWorth       │ 2017 │
│ 2017-09-03 │ DallasFtWorth       │ 2017 │
│ 2017-08-27 │ DallasFtWorth       │ 2017 │
│ 2017-08-20 │ DallasFtWorth       │ 2017 │
│ 2017-08-13 │ DallasFtWorth       │ 2017 │
│ 2017-08-06 │ DallasFtWorth       │ 2017 │
│ 2017-07-30 │ DallasFtWorth       │ 2017 │
│ 2017-07-23 │ DallasFtWorth       │ 2017 │
│ 2017-07-16 │ DallasFtWorth       │ 2017 │
│ 2017-07-09 │ DallasFtWorth       │ 2017 │
│ 2017-07-02 │ DallasFtWorth       │ 2017 │
│ 2017-06-25 │ DallasFtWorth       │ 2017 │
│ 2017-06-18 │ DallasFtWorth       │ 2017 │
│ 2017-06-11 │ DallasFtWorth       │ 2017 │
│ 2017-06-04 │ DallasFtWorth       │ 2017 │
│ 2017-05-28 │ DallasFtWorth       │ 2017 │
│ 2017-05-21 │ DallasFtWorth       │ 2017 │
│ 2017-05-14 │ DallasFtWorth       │ 2017 │
│ 2017-05-07 │ DallasFtWorth       │ 2017 │
│ 2017-04-30 │ DallasFtWorth       │ 2017 │
│ 2017-04-23 │ DallasFtWorth       │ 2017 │
│ 2017-04-16 │ DallasFtWorth       │ 2017 │
│ 2017-04-09 │ DallasFtWorth       │ 2017 │
│ 2017-04-02 │ DallasFtWorth       │ 2017 │
│ 2017-03-26 │ DallasFtWorth       │ 2017 │
│ 2017-03-19 │ DallasFtWorth       │ 2017 │
│ 2017-03-12 │ DallasFtWorth       │ 2017 │
│ 2017-03-05 │ DallasFtWorth       │ 2017 │
│ 2017-02-26 │ DallasFtWorth       │ 2017 │
│ 2017-02-19 │ DallasFtWorth       │ 2017 │
│ 2017-02-12 │ DallasFtWorth       │ 2017 │
│ 2017-02-05 │ DallasFtWorth       │ 2017 │
│ 2017-01-29 │ DallasFtWorth       │ 2017 │
│ 2017-01-22 │ DallasFtWorth       │ 2017 │
│ 2017-01-15 │ DallasFtWorth       │ 2017 │
│ 2017-01-08 │ DallasFtWorth       │ 2017 │
│ 2017-01-01 │ DallasFtWorth       │ 2017 │
│ 2017-12-31 │ Denver              │ 2017 │
│ 2017-12-24 │ Denver              │ 2017 │
│ 2017-12-17 │ Denver              │ 2017 │
│ 2017-12-10 │ Denver              │ 2017 │
│ 2017-12-03 │ Denver              │ 2017 │
│ 2017-11-26 │ Denver              │ 2017 │
│ 2017-11-19 │ Denver              │ 2017 │
│ 2017-11-12 │ Denver              │ 2017 │
│ 2017-11-05 │ Denver              │ 2017 │
│ 2017-10-29 │ Denver              │ 2017 │
│ 2017-10-22 │ Denver              │ 2017 │
│ 2017-10-15 │ Denver              │ 2017 │
│ 2017-10-08 │ Denver              │ 2017 │
│ 2017-10-01 │ Denver              │ 2017 │
│ 2017-09-24 │ Denver              │ 2017 │
│ 2017-09-17 │ Denver              │ 2017 │
│ 2017-09-10 │ Denver              │ 2017 │
│ 2017-09-03 │ Denver              │ 2017 │
│ 2017-08-27 │ Denver              │ 2017 │
│ 2017-08-20 │ Denver              │ 2017 │
│ 2017-08-13 │ Denver              │ 2017 │
│ 2017-08-06 │ Denver              │ 2017 │
│ 2017-07-30 │ Denver              │ 2017 │
│ 2017-07-23 │ Denver              │ 2017 │
│ 2017-07-16 │ Denver              │ 2017 │
│ 2017-07-09 │ Denver              │ 2017 │
│ 2017-07-02 │ Denver              │ 2017 │
│ 2017-06-25 │ Denver              │ 2017 │
│ 2017-06-18 │ Denver              │ 2017 │
│ 2017-06-11 │ Denver              │ 2017 │
│ 2017-06-04 │ Denver              │ 2017 │
│ 2017-05-28 │ Denver              │ 2017 │
│ 2017-05-21 │ Denver              │ 2017 │
│ 2017-05-14 │ Denver              │ 2017 │
│ 2017-05-07 │ Denver              │ 2017 │
│ 2017-04-30 │ Denver              │ 2017 │
│ 2017-04-23 │ Denver              │ 2017 │
│ 2017-04-16 │ Denver              │ 2017 │
│ 2017-04-09 │ Denver              │ 2017 │
│ 2017-04-02 │ Denver              │ 2017 │
│ 2017-03-26 │ Denver              │ 2017 │
│ 2017-03-19 │ Denver              │ 2017 │
│ 2017-03-12 │ Denver              │ 2017 │
│ 2017-03-05 │ Denver              │ 2017 │
│ 2017-02-26 │ Denver              │ 2017 │
│ 2017-02-19 │ Denver              │ 2017 │
│ 2017-02-12 │ Denver              │ 2017 │
│ 2017-02-05 │ Denver              │ 2017 │
│ 2017-01-29 │ Denver              │ 2017 │
│ 2017-01-22 │ Denver              │ 2017 │
│ 2017-01-15 │ Denver              │ 2017 │
│ 2017-01-08 │ Denver              │ 2017 │
│ 2017-01-01 │ Denver              │ 2017 │
│ 2017-12-31 │ Detroit             │ 2017 │
│ 2017-12-24 │ Detroit             │ 2017 │
│ 2017-12-17 │ Detroit             │ 2017 │
│ 2017-12-10 │ Detroit             │ 2017 │
│ 2017-12-03 │ Detroit             │ 2017 │
│ 2017-11-26 │ Detroit             │ 2017 │
│ 2017-11-19 │ Detroit             │ 2017 │
│ 2017-11-12 │ Detroit             │ 2017 │
│ 2017-11-05 │ Detroit             │ 2017 │
│ 2017-10-29 │ Detroit             │ 2017 │
│ 2017-10-22 │ Detroit             │ 2017 │
│ 2017-10-15 │ Detroit             │ 2017 │
│ 2017-10-08 │ Detroit             │ 2017 │
│ 2017-10-01 │ Detroit             │ 2017 │
│ 2017-09-24 │ Detroit             │ 2017 │
│ 2017-09-17 │ Detroit             │ 2017 │
│ 2017-09-10 │ Detroit             │ 2017 │
│ 2017-09-03 │ Detroit             │ 2017 │
│ 2017-08-27 │ Detroit             │ 2017 │
│ 2017-08-20 │ Detroit             │ 2017 │
│ 2017-08-13 │ Detroit             │ 2017 │
│ 2017-08-06 │ Detroit             │ 2017 │
│ 2017-07-30 │ Detroit             │ 2017 │
│ 2017-07-23 │ Detroit             │ 2017 │
│ 2017-07-16 │ Detroit             │ 2017 │
│ 2017-07-09 │ Detroit             │ 2017 │
│ 2017-07-02 │ Detroit             │ 2017 │
│ 2017-06-25 │ Detroit             │ 2017 │
│ 2017-06-18 │ Detroit             │ 2017 │
│ 2017-06-11 │ Detroit             │ 2017 │
│ 2017-06-04 │ Detroit             │ 2017 │
│ 2017-05-28 │ Detroit             │ 2017 │
│ 2017-05-21 │ Detroit             │ 2017 │
│ 2017-05-14 │ Detroit             │ 2017 │
│ 2017-05-07 │ Detroit             │ 2017 │
│ 2017-04-30 │ Detroit             │ 2017 │
│ 2017-04-23 │ Detroit             │ 2017 │
│ 2017-04-16 │ Detroit             │ 2017 │
│ 2017-04-09 │ Detroit             │ 2017 │
│ 2017-04-02 │ Detroit             │ 2017 │
│ 2017-03-26 │ Detroit             │ 2017 │
│ 2017-03-19 │ Detroit             │ 2017 │
│ 2017-03-12 │ Detroit             │ 2017 │
│ 2017-03-05 │ Detroit             │ 2017 │
│ 2017-02-26 │ Detroit             │ 2017 │
│ 2017-02-19 │ Detroit             │ 2017 │
│ 2017-02-12 │ Detroit             │ 2017 │
│ 2017-02-05 │ Detroit             │ 2017 │
│ 2017-01-29 │ Detroit             │ 2017 │
│ 2017-01-22 │ Detroit             │ 2017 │
│ 2017-01-15 │ Detroit             │ 2017 │
│ 2017-01-08 │ Detroit             │ 2017 │
│ 2017-01-01 │ Detroit             │ 2017 │
│ 2017-12-31 │ GrandRapids         │ 2017 │
│ 2017-12-24 │ GrandRapids         │ 2017 │
│ 2017-12-17 │ GrandRapids         │ 2017 │
│ 2017-12-10 │ GrandRapids         │ 2017 │
│ 2017-12-03 │ GrandRapids         │ 2017 │
│ 2017-11-26 │ GrandRapids         │ 2017 │
│ 2017-11-19 │ GrandRapids         │ 2017 │
│ 2017-11-12 │ GrandRapids         │ 2017 │
│ 2017-11-05 │ GrandRapids         │ 2017 │
│ 2017-10-29 │ GrandRapids         │ 2017 │
│ 2017-10-22 │ GrandRapids         │ 2017 │
│ 2017-10-15 │ GrandRapids         │ 2017 │
│ 2017-10-08 │ GrandRapids         │ 2017 │
│ 2017-10-01 │ GrandRapids         │ 2017 │
│ 2017-09-24 │ GrandRapids         │ 2017 │
│ 2017-09-17 │ GrandRapids         │ 2017 │
│ 2017-09-10 │ GrandRapids         │ 2017 │
│ 2017-09-03 │ GrandRapids         │ 2017 │
│ 2017-08-27 │ GrandRapids         │ 2017 │
│ 2017-08-20 │ GrandRapids         │ 2017 │
│ 2017-08-13 │ GrandRapids         │ 2017 │
│ 2017-08-06 │ GrandRapids         │ 2017 │
│ 2017-07-30 │ GrandRapids         │ 2017 │
│ 2017-07-23 │ GrandRapids         │ 2017 │
│ 2017-07-16 │ GrandRapids         │ 2017 │
│ 2017-07-09 │ GrandRapids         │ 2017 │
│ 2017-07-02 │ GrandRapids         │ 2017 │
│ 2017-06-25 │ GrandRapids         │ 2017 │
│ 2017-06-18 │ GrandRapids         │ 2017 │
│ 2017-06-11 │ GrandRapids         │ 2017 │
│ 2017-06-04 │ GrandRapids         │ 2017 │
│ 2017-05-28 │ GrandRapids         │ 2017 │
│ 2017-05-21 │ GrandRapids         │ 2017 │
│ 2017-05-14 │ GrandRapids         │ 2017 │
│ 2017-05-07 │ GrandRapids         │ 2017 │
│ 2017-04-30 │ GrandRapids         │ 2017 │
│ 2017-04-23 │ GrandRapids         │ 2017 │
│ 2017-04-16 │ GrandRapids         │ 2017 │
│ 2017-04-09 │ GrandRapids         │ 2017 │
│ 2017-04-02 │ GrandRapids         │ 2017 │
│ 2017-03-26 │ GrandRapids         │ 2017 │
│ 2017-03-19 │ GrandRapids         │ 2017 │
│ 2017-03-12 │ GrandRapids         │ 2017 │
│ 2017-03-05 │ GrandRapids         │ 2017 │
│ 2017-02-26 │ GrandRapids         │ 2017 │
